,country,plane_transport,content,weight,S1,S2,S3,alarm
226,France,1,wood,96.88309575977944,0,0,1,1
227,China,1,banana,36.465020003573656,0,0,1,0
228,Russia,1,banana,45.041149042507364,0,0,1,1
229,France,1,tiles,30.332749977539265,0,0,0,0
230,Russia,0,banana,13.719551003714535,0,0,0,0
231,Russia,0,tiles,38.22075111276452,0,1,1,1
232,China,0,wood,48.49149809494693,0,1,1,1
233,Russia,1,tiles,14.980188691852836,0,0,0,0
234,France,0,electrical,36.00326022086065,0,1,1,1
235,China,0,banana,17.6053126055856,0,0,0,0
236,France,1,tiles,66.86111161843876,0,0,1,1
237,China,0,electrical,21.915469643526265,0,0,0,0
238,China,0,electrical,46.08202807730329,0,0,0,0
239,China,1,wood,59.35996055070132,0,0,1,0
240,France,1,banana,62.29424477091898,1,0,1,0
241,Russia,0,banana,31.713688628084945,0,0,0,0
242,Russia,0,tiles,56.087465495281194,0,1,0,0
243,Russia,0,tiles,40.63584269501336,0,0,0,0
244,China,1,electrical,53.820737814801056,1,0,0,0
245,France,1,tiles,51.46029325790653,0,0,0,0
246,Russia,1,electrical,54.71177470730818,0,0,0,0
247,France,1,banana,47.887881928949916,1,0,1,1
248,Russia,0,tiles,9.518246297016864,0,0,0,0
249,France,1,electrical,96.81451420691609,1,0,1,0
250,Russia,0,banana,65.23278879798882,0,0,1,0
251,Russia,0,tiles,25.201592941370798,0,1,1,0
252,Russia,1,electrical,87.88973656926983,0,0,0,0
253,China,0,wood,55.14606501059676,0,0,0,0
254,France,0,electrical,36.42088529084224,0,1,0,0
255,Russia,1,wood,59.87171239659324,1,0,0,0
256,France,0,wood,59.18904167215842,0,1,1,1
257,Russia,1,banana,10.012409316192006,0,0,1,0
258,Russia,0,wood,55.40752827274095,0,1,1,0
259,Russia,0,tiles,85.17511311407429,0,0,1,0
260,Russia,1,tiles,66.27000068908279,0,0,0,0
261,France,0,tiles,98.63037475129507,0,1,0,0
262,China,0,banana,6.754223007389159,0,0,0,0
263,China,1,banana,60.98360787339385,1,0,0,0
264,France,1,banana,79.3341301853099,1,0,1,0
265,Russia,1,banana,13.682522061402159,1,0,0,1
266,France,0,tiles,46.117988709045065,0,1,0,1
267,France,0,wood,19.692129794205492,0,1,0,0
268,France,0,tiles,3.4026598255275986,0,1,0,1
269,China,0,electrical,23.63479320281816,0,1,1,1
270,China,1,electrical,7.284262854942602,0,0,0,0
271,China,0,electrical,13.15632418006427,0,1,0,1
272,China,0,banana,10.95413908491346,0,1,0,0
273,Russia,1,electrical,79.12941901936115,1,0,1,0
274,China,1,wood,18.264562005931328,0,0,0,0
275,China,0,banana,73.76811220057104,0,1,0,1
276,France,1,wood,44.36153573398164,0,0,1,0
277,France,0,electrical,46.04275156062291,0,1,1,1
278,China,1,banana,0.3887046907409819,1,0,0,0
279,France,1,banana,72.78910032480135,0,0,1,0
280,Russia,1,electrical,92.73071089763204,1,0,1,0
281,France,1,electrical,89.74046219827882,1,0,0,0
282,France,0,banana,39.79991915587703,0,1,1,1
283,France,1,wood,40.89432362590618,0,0,1,0
284,France,1,electrical,46.9858804679652,1,0,1,1
285,Russia,0,electrical,54.02394166975487,0,1,0,0
286,Russia,1,tiles,92.72523874284849,1,0,1,1
287,Russia,0,banana,88.6053158586511,0,0,1,0
288,China,0,wood,78.13266854857494,0,1,1,1
289,France,1,tiles,17.99129708472669,0,0,0,0
290,France,0,wood,64.16071746019563,0,0,1,0
291,France,1,tiles,91.36481647286642,1,0,1,1
292,China,0,wood,22.12001141603428,0,0,0,0
293,China,1,banana,29.971652391508098,1,0,0,0
294,France,0,electrical,50.658150713088816,0,0,1,1
295,France,0,tiles,93.8550957101866,0,0,0,0
296,France,0,electrical,8.872973400625629,0,1,0,0
297,France,0,banana,67.61003134222314,0,1,1,1
298,France,1,wood,66.62135403157453,0,0,1,1
299,China,1,tiles,25.663480449042975,0,0,1,1
300,France,0,tiles,42.63387515975414,0,1,1,1
301,France,0,tiles,37.154913894322405,0,1,0,0
302,China,1,electrical,81.81893089182456,0,0,1,0
303,Russia,0,electrical,87.76920453093756,0,0,0,0
304,China,1,wood,49.4484140224214,1,0,1,1
305,Russia,0,wood,84.68651631681658,0,1,1,1
306,France,1,electrical,30.622342856178918,1,0,1,1
307,Russia,1,wood,56.76882320222736,1,0,0,0
308,Russia,0,electrical,38.777635529962254,0,0,0,0
309,France,1,electrical,39.49866113862671,1,0,0,0
310,France,0,tiles,27.020176756176152,0,0,1,1
311,France,1,electrical,60.49455114252138,0,0,0,0
312,Russia,0,electrical,12.151497270558597,0,0,1,1
313,China,1,tiles,20.833164841178608,0,0,0,0
314,China,1,banana,82.37177801647164,0,0,1,1
315,China,1,electrical,75.51993581870565,1,0,0,0
316,China,0,tiles,40.55333887414607,0,0,1,1
317,Russia,0,banana,28.187470382950906,0,1,0,1
318,France,0,wood,89.45313299136693,0,1,1,1
319,France,0,wood,46.55129084931641,0,0,1,0
320,France,1,wood,88.43156453868271,0,0,0,0
321,China,0,tiles,30.612179283325915,0,0,0,0
322,France,1,banana,75.04567719739036,0,0,0,0
323,Russia,1,banana,83.9413829166527,0,0,0,0
324,China,0,banana,50.579068451063016,0,0,0,0
325,France,0,wood,22.26265647567518,0,1,1,0
326,France,1,electrical,75.53018605770018,0,0,1,1
327,France,1,tiles,40.20958625563704,0,0,1,1
328,Russia,1,wood,48.49833530431592,0,0,1,0
329,Russia,1,wood,39.795305778950095,0,0,0,0
330,China,1,tiles,32.950324248818795,1,0,0,1
331,France,0,wood,18.712725960014676,0,0,0,0
332,France,0,wood,90.43009137752156,0,1,1,1
333,France,1,electrical,30.408813916717225,0,0,1,1
334,China,1,wood,29.605148466924327,0,0,1,0
335,China,0,banana,72.8719839285635,0,1,1,0
336,China,0,wood,49.18553664008661,0,1,1,1
337,China,0,banana,48.328280267968026,0,1,0,0
338,China,1,banana,82.41990172642562,0,0,0,0
339,Russia,0,wood,70.17495329521583,0,0,0,0
340,Russia,0,wood,19.94342583480295,0,1,0,0
341,China,1,banana,41.67350755584147,0,0,1,1
342,France,0,banana,58.078273180260666,0,1,0,1
343,China,1,wood,46.00476940783279,0,0,0,0
344,China,1,electrical,74.39030492029617,0,0,0,0
345,China,0,tiles,32.94452383083668,0,0,1,0
346,France,0,banana,61.976152029698014,0,0,1,1
347,China,1,banana,86.83815056668453,0,0,1,1
348,France,0,electrical,62.25300875093045,0,1,1,1
349,France,0,electrical,8.640372930340611,0,1,1,1
350,France,1,banana,89.93016864072206,0,0,1,0
351,China,1,electrical,6.345453027599445,1,0,0,0
352,China,0,wood,52.315645106703165,0,1,1,1
353,France,1,tiles,12.704149771472817,0,0,0,0
354,Russia,1,tiles,72.03625593389562,0,0,1,0
355,China,0,wood,44.33667057575461,0,0,1,0
356,China,1,banana,45.95845547499975,0,0,0,0
357,China,1,banana,14.31369578562176,1,0,1,0
358,China,0,banana,87.27725811245973,0,0,1,0
359,Russia,1,wood,89.39068093102256,0,0,0,0
360,China,0,banana,53.53322189811159,0,0,0,0
361,France,1,wood,7.076816688181175,1,0,1,1
362,China,0,tiles,91.68236578087395,0,0,1,1
363,France,1,electrical,90.70473648994644,0,0,1,0
364,China,0,tiles,47.26728010435119,0,1,0,1
365,France,1,banana,59.56460337081234,1,0,1,0
366,Russia,0,wood,54.290748125108514,0,0,1,0
367,China,1,wood,38.18180128911347,1,0,0,1
368,Russia,0,tiles,86.9070617957072,0,1,1,1
369,France,1,wood,27.998666901161762,1,0,1,1
370,France,0,wood,29.25796033711954,0,1,1,1
371,Russia,1,wood,91.61952635953958,0,0,1,0
372,France,0,electrical,50.857037464232405,0,1,1,1
373,Russia,1,wood,45.221634874673924,1,0,0,0
374,Russia,0,wood,88.81535470292904,0,1,1,1
375,France,1,electrical,1.95289595359458,1,0,0,0
376,China,0,electrical,53.470291068680574,0,0,0,0
377,France,1,electrical,50.6507519500124,1,0,0,0
378,Russia,1,electrical,50.82494091941251,0,0,0,0
379,Russia,1,banana,60.55041959679334,0,0,1,1
380,China,0,wood,13.768393494299335,0,0,0,0
381,France,0,electrical,52.08139698888405,0,0,1,1
382,Russia,1,wood,22.78574937555966,0,0,0,0
383,Russia,1,banana,52.50255375344148,0,0,0,0
384,Russia,1,tiles,52.521664975365155,0,0,0,0
385,Russia,0,electrical,23.293193614663043,0,1,0,1
386,France,0,electrical,32.53376410234841,0,1,1,0
387,France,1,banana,72.41214434664425,1,0,1,0
388,Russia,1,wood,88.41069260684914,1,0,0,0
389,Russia,1,tiles,60.20447044556255,0,0,0,0
390,France,0,electrical,83.0158891234912,0,1,0,0
391,China,0,tiles,90.02933630667084,0,0,1,0
392,Russia,1,banana,63.18535245197295,0,0,1,0
393,Russia,0,electrical,92.9818394221351,0,0,1,0
394,China,0,banana,20.624681533418567,0,1,1,1
395,Russia,0,banana,61.086535611827195,0,1,1,1
396,Russia,0,electrical,33.90154067190425,0,1,1,1
397,Russia,0,electrical,44.725574764905005,0,1,1,1
398,China,1,banana,96.55459121644532,0,0,1,1
399,Russia,1,banana,11.987650081998325,0,0,0,0
400,Russia,0,electrical,96.65451887874882,0,1,1,1
401,France,1,electrical,36.92358752188678,0,0,1,0
402,China,0,wood,77.64066749043596,0,1,0,1
403,Russia,0,electrical,92.30934574960928,0,0,1,0
404,Russia,1,wood,1.63259833340067,0,0,0,0
405,China,1,banana,95.38758614583284,0,0,1,0
406,Russia,0,tiles,45.64822463897552,0,0,1,0
407,China,1,wood,65.62597699830935,0,0,1,1
408,Russia,1,tiles,80.98043531597118,0,0,1,0
409,France,1,tiles,32.58921820307633,1,0,1,1
410,France,1,tiles,21.087951654156456,1,0,1,0
411,France,0,banana,83.69501489667921,0,1,1,0
412,France,0,electrical,82.0555471398518,0,1,0,0
413,China,1,banana,73.34920999182629,0,0,0,0
414,China,1,electrical,86.17835100821836,1,0,0,0
415,China,1,electrical,20.82280770375059,0,0,0,0
416,France,1,banana,67.77977676388115,1,0,1,1
417,China,0,banana,8.297976841823228,0,1,0,0
418,Russia,0,electrical,41.558838529611194,0,1,0,1
419,France,0,wood,9.967028042314642,0,1,0,0
420,Russia,0,wood,47.435740547188296,0,1,0,0
421,France,1,wood,48.823607331587105,0,0,1,0
422,Russia,0,tiles,31.61306031400809,0,1,0,0
423,China,1,electrical,89.78646225350423,0,0,0,0
424,Russia,1,wood,64.13723333004693,0,0,1,0
425,China,1,electrical,16.13775531431988,0,0,0,0
426,Russia,1,electrical,72.90185715815895,0,0,1,0
427,China,0,banana,15.524039549573487,0,0,0,0
428,Russia,0,banana,19.059962217187977,0,0,1,1
429,France,1,tiles,29.36294243458244,0,0,1,0
430,China,0,electrical,76.37650128468809,0,1,0,1
431,France,1,wood,45.331846819073704,0,0,0,0
432,France,1,tiles,10.195449699945414,1,0,1,1
433,China,1,tiles,65.42304336389093,0,0,0,0
434,Russia,1,electrical,27.742282749579637,0,0,1,1
435,China,0,tiles,42.53375161631543,0,1,0,1
436,Russia,1,wood,13.907761407606866,1,0,1,1
437,China,1,tiles,3.5397386098608985,1,0,1,1
438,France,1,tiles,0.6026058395172007,0,0,0,0
439,France,0,electrical,60.711914922104405,0,1,0,0
440,France,1,wood,81.08745188773334,0,0,1,0
441,China,1,banana,28.206955357945485,0,0,0,0
442,Russia,0,banana,48.76986212608041,0,0,0,0
443,Russia,1,banana,92.04926450401665,1,0,1,1
444,France,0,tiles,94.59136800732394,0,0,0,0
445,Russia,1,banana,46.58873456953088,0,0,0,0
446,France,0,electrical,98.16798644574655,0,1,1,0
447,France,1,tiles,46.98252679780936,0,0,0,0
448,China,0,wood,86.09541863121513,0,1,1,1
449,Russia,1,banana,7.792144698749038,1,0,0,0
450,France,0,tiles,17.307699694528566,0,1,0,1
451,China,1,electrical,31.202408533869995,0,0,1,1
452,China,1,electrical,48.145945511790245,1,0,0,0
453,Russia,1,electrical,20.720495320545183,0,0,1,1
454,China,1,wood,72.70754051817366,1,0,1,0
455,France,1,wood,14.977930707439334,1,0,0,0
456,France,1,electrical,22.94100621994715,0,0,0,0
457,Russia,0,tiles,78.72186546718495,0,1,0,0
458,China,1,tiles,41.83101213647852,0,0,0,0
459,Russia,1,electrical,69.83179795420516,0,0,1,1
460,Russia,1,electrical,37.7335925297427,1,0,0,1
461,France,1,banana,67.62832422653717,0,0,1,0
462,France,1,banana,18.56158297147006,0,0,1,1
463,Russia,1,tiles,44.51172708981087,1,0,1,0
464,China,0,tiles,41.609710418069845,0,0,1,1
465,Russia,0,tiles,25.201592941370798,0,1,1,0
466,Russia,1,tiles,41.5016255511199,0,0,1,0
467,France,0,tiles,42.63017102914088,0,1,0,1
468,France,1,tiles,42.266733628150135,0,0,1,0
469,France,1,banana,23.681167401838554,0,0,0,0
470,France,1,wood,13.150489088482809,0,0,1,1
471,France,0,tiles,5.994078962503413,0,0,0,0
472,China,1,wood,19.191422914068546,0,0,1,1
473,China,0,wood,17.27074163506729,0,0,0,0
474,Russia,1,electrical,92.74758387141691,0,0,1,0
475,China,0,electrical,25.93592298349201,0,0,0,0
476,Russia,1,electrical,98.46355174515583,0,0,1,0
477,Russia,0,wood,23.375976679721433,0,1,1,1
478,China,1,tiles,94.51108915406918,0,0,0,0
479,France,1,tiles,90.47629943295983,1,0,1,0
480,France,0,electrical,7.3082340462793605,0,1,0,0
481,France,1,wood,58.613119787560066,0,0,1,1
482,China,0,wood,22.12001141603428,0,0,0,0
483,Russia,0,wood,78.82649144885283,0,0,1,1
484,Russia,0,tiles,14.926606300649114,0,1,0,0
485,China,0,wood,6.116052847357523,0,0,0,0
486,France,1,banana,61.28864697831637,0,0,0,0
487,China,1,wood,19.606382558251788,0,0,1,0
488,France,0,electrical,57.235851358398335,0,1,0,1
489,Russia,1,banana,2.9631475898068915,1,0,1,1
490,France,0,tiles,26.045440802668107,0,0,1,0
491,Russia,0,tiles,60.72113654018473,0,1,0,1
492,Russia,1,banana,85.82850380394834,1,0,1,1
493,France,1,tiles,28.977985171121425,0,0,0,0
494,France,0,wood,85.07378719759484,0,1,0,0
495,France,0,tiles,21.29790521357974,0,1,1,1
496,China,1,banana,40.35023060852401,1,0,0,0
497,China,0,electrical,45.86725639519214,0,0,1,1
498,France,0,wood,61.72108136451286,0,1,1,1
499,France,0,banana,52.28744877671435,0,1,0,0
500,China,1,wood,33.338786913158835,0,0,1,0
501,China,0,electrical,40.12536115189324,0,0,0,0
502,France,0,banana,95.84917737413812,0,1,1,0
503,Russia,1,wood,45.56198797188332,1,0,0,1
504,Russia,1,electrical,60.81769824520941,0,0,0,0
505,Russia,1,electrical,56.31008051098616,1,0,1,0
506,Russia,1,electrical,19.391176520766805,0,0,1,0
507,China,0,tiles,34.64480938270387,0,0,1,1
508,France,1,tiles,87.13461810741096,0,0,0,0
509,France,1,banana,58.64089256168774,0,0,1,1
510,Russia,0,tiles,0.8842621349980373,0,1,1,0
511,France,0,banana,82.75667722244552,0,0,0,0
512,Russia,1,banana,34.47106483066761,0,0,0,0
513,Russia,1,wood,87.53831289744325,0,0,1,0
514,Russia,1,electrical,45.74475630821778,0,0,1,0
515,France,0,wood,26.70593523255038,0,1,0,1
516,China,0,banana,66.36592933002915,0,1,1,1
517,France,1,tiles,71.24297376009105,0,0,1,0
518,France,1,tiles,44.36892933642781,0,0,0,0
519,Russia,1,banana,98.86394460457146,1,0,1,0
520,France,1,tiles,46.78543387289916,1,0,0,0
521,China,0,tiles,46.47647087434172,0,0,1,0
522,Russia,0,banana,33.9911471272014,0,0,1,0
523,Russia,0,electrical,61.653931101070526,0,1,1,1
524,France,1,wood,91.68589635910772,0,0,1,1
525,China,0,electrical,65.58815452738754,0,1,0,0
526,China,1,wood,78.52426266744888,0,0,0,0
527,Russia,1,banana,32.625723025265486,0,0,1,1
528,France,0,banana,55.31803513787019,0,1,0,0
529,Russia,0,electrical,69.76221556556948,0,1,0,0
530,China,1,tiles,77.86417164133856,0,0,0,0
531,Russia,1,wood,92.7130007588584,0,0,1,0
