,S1,S2,alarm
153,0.5733969823526556,0.7836575525954014,1
154,0.7433255678685229,0.6844751976599421,1
155,0.38452072901942647,0.7324366285490231,1
156,0.23055193351324255,0.6692065409673037,0
157,0.4066241868129149,0.707431388720071,0
158,0.5323234733297152,0.16027205493350816,0
159,0.9258762480074134,0.6016987081313211,0
160,0.30448177939760623,0.46236179220760965,1
161,0.8071755809562113,0.19126405355454812,1
162,0.9235676482682452,0.5905726203435154,1
163,0.24487533488975,0.7352593680134678,1
164,0.7850544928147674,0.28903363521262393,1
165,0.4020852534199698,0.9017769298712005,1
166,0.9904170645114857,0.15208992699696144,0
167,0.7809606891755551,0.911960773343631,1
168,0.4273294601089821,0.42081880391588633,0
169,0.6858994665173938,0.7623447417174738,1
170,0.7619255557148104,0.7002248197801731,0
171,0.8662810637107785,0.43644861774727495,0
172,0.516932370301493,0.6045190293773479,1
173,0.7065058152141562,0.822857883137718,1
174,0.1482265487190182,0.5839537104083646,0
175,0.18355301921533884,0.6115286105376802,0
176,0.8646581611564669,0.7008695428623493,0
177,0.864288525641394,0.9338537378110694,0
178,0.6507642336631276,0.010466826140564489,0
179,0.08167708621988023,0.10604506389998103,0
180,0.7404366765321444,0.7514777815980284,1
181,0.2996435839664854,0.48116428456782734,0
182,0.5932860127729538,0.7764305812361958,1
183,0.7419595759415312,0.2644917702576025,1
184,0.8539743278517621,0.343809458065797,0
185,0.5796133550697188,0.2348931734368882,1
186,0.9020910771905762,0.838317371716377,0
187,0.6451076554634174,0.8616585992860111,0
188,0.7088652531699999,0.540282191082882,0
189,0.022712110254149875,0.9806183843988363,0
190,0.06663611275609183,0.5286037295903849,0
191,0.7941734202052595,0.8754453675049717,1
192,0.45906764514368814,0.1496500246469361,1
193,0.4869168461947314,0.22019374647830814,0
194,0.3942721396101607,0.32413381137541575,0
195,0.16231406102345158,0.8610328807692764,1
196,0.919423933718979,0.6062630465927786,1
197,0.11256030199523748,0.8328961103228258,0
198,0.46876847731928206,0.7472319146072096,1
199,0.9364981636363575,0.5612234720947501,1
200,0.8360101564123669,0.664384069673942,1
201,0.5201970057922658,0.8991180126982007,1
202,0.10888105989157815,0.7500512608809203,1
203,0.3070027319945452,0.9637767799200274,0
204,0.9127401537073155,0.40372164558122325,1
205,0.7272207943317773,0.776548800828803,0
206,0.4190761326830109,0.8414729795332156,1
207,0.015471764567018709,0.4745298329562302,0
208,0.810488096618322,0.8752712687068888,1
209,0.9284822584877943,0.124978958640512,1
210,0.3584912838406501,0.13301166792469687,1
211,0.5447783306178051,0.3321658112300637,1
212,0.4082563319090373,0.3875391361060512,1
213,0.030153031229397054,0.8665505570200581,0
214,0.9307588403563566,0.22023822766727474,1
215,0.14882476422101065,0.6443839110675302,1
216,0.02282282047294959,0.24235705239502614,0
217,0.2831189224255387,0.5921730449067748,0
218,0.23328973007519105,0.6901493700753502,0
219,0.44065336179373094,0.7532935191082109,0
220,0.4490174647588301,0.1561948302699232,0
221,0.9931529082410613,0.09798696463296508,1
222,0.6493910608741226,0.45831783643950186,1
223,0.8323586143617565,0.4418510265409181,1
224,0.26911746202820874,0.07082227963912391,1
225,0.29021492779770874,0.004983337533063792,1
226,0.5219727237961563,0.9222461974626296,0
227,0.12788844476871553,0.9736989288843834,1
228,0.3440419995137264,0.6318770680084578,0
229,0.8147441861385344,0.9959623260593568,0
230,0.9566259055137118,0.7751783509684401,0
231,0.4211123090515675,0.08003728397804777,0
232,0.25525682673419203,0.32113887966390053,1
233,0.18183162885652426,0.1587166527103292,1
234,0.16885558447459592,0.26713818288268565,0
235,0.02048048885657716,0.22715554034565877,0
236,0.9649173090434092,0.6599693696104351,1
237,0.03814510463413101,0.4656502121677025,1
238,0.1884891369522489,0.5433762041314065,1
239,0.8250768319420494,0.6186154571410016,0
240,0.38601339399543144,0.7033062321096522,0
241,0.6345649193456295,0.6295938138002181,0
242,0.7345653164560497,0.08576539590488408,0
243,0.9740687552559723,0.4069059401353009,0
244,0.32676732576628686,0.8881596217469236,1
245,0.8437960647308991,0.8441504596516938,0
246,0.4354184323065322,0.08687942415819039,0
247,0.6129763365711659,0.5204214649470185,1
248,0.5878520426990498,0.9092079491547287,1
249,0.05728968755786512,0.8484076230559809,0
250,0.1330186659508259,0.43600603538681404,1
251,0.8170633915698423,0.2545213361026196,0
252,0.6912810318706691,0.43763874493804045,1
253,0.03189201141771991,0.7235655419379762,1
254,0.29085428086338583,0.7937598151787129,1
255,0.5904461849103605,0.6336962852162057,1
256,0.6400600371333258,0.309109925404197,1
257,0.621226672551783,0.25405230638832244,0
258,0.6856630034391908,0.9378720135410656,0
259,0.9743012892748935,0.7837586308618639,1
260,0.005897055302758081,0.5421829475776964,0
261,0.8222515550947064,0.4562791362985956,0
262,0.9503823853974755,0.7444400533320551,1
263,0.9825107591251551,0.19807518288820758,1
264,0.17746167746060437,0.052819627807527914,0
265,0.22116668063857903,0.5464314779156363,1
266,0.5515832589879932,0.9476520903996764,1
267,0.4749200575068451,0.6783058994568532,0
268,0.29057935369579413,0.43425920269971063,0
269,0.3962923308333429,0.16707056048494628,1
270,0.4764927356465938,0.997976048854316,1
271,0.7544273749966488,0.9635937489246584,1
272,0.24346645574852355,0.3913784744540062,1
273,0.6391200882378233,0.09419141707622469,1
274,0.6839486076370557,0.705873936609632,0
275,0.9768987727287918,0.6898883130664584,1
276,0.25848568343291467,0.7866544654091173,0
277,0.8028771994398068,0.07359232564382678,0
278,0.8451644705734022,0.626764543308054,1
279,0.6036287235342641,0.870615142413239,1
280,0.7671286517261033,0.39216266301458236,0
281,0.15131926305476706,0.40130357703099195,1
282,0.08202008383690695,0.42358365871619197,1
283,0.9505955602034235,0.8581707551406778,1
284,0.39341476498581385,0.08233225177706627,1
285,0.3449296276341657,0.8753348294658646,1
286,0.11859866430633814,0.5702185354501504,0
287,0.7789344793809659,0.7453119555375858,1
288,0.581805276557339,0.26429799675161214,1
289,0.12719734195496435,0.28832038375819224,0
290,0.21588392285554692,0.48714159689287184,0
291,0.3136110017803375,0.2517486377429463,1
292,0.3354610766565892,0.31104072965680696,0
293,0.6300694759651465,0.34749013969136566,1
294,0.8809260730203707,0.7700671389364746,1
295,0.1954706801938746,0.4699240687168942,0
296,0.6553784405640721,0.28746355005050106,1
297,0.9959808407826617,0.6173476779002143,0
298,0.5472431494580138,0.10972873717991605,1
299,0.12253314945271976,0.2689890200612791,1
300,0.9341559032748946,0.22505640637429114,1
301,0.415786912157991,0.044992688720183804,0
302,0.9733463584244963,0.9933733322953874,1
303,0.41425089300482354,0.9114702628629405,1
304,0.7508305238766858,0.20107933217887008,1
305,0.4714347908767451,0.7039261642920316,1
306,0.9255157933829766,0.7288310036226153,1
307,0.837900344462635,0.5144714010321924,1
308,0.15340419024152618,0.48298787146689237,0
309,0.9943980877604981,0.41995304339697925,1
310,0.5939214291051857,0.4801151660397528,1
311,0.561231898111527,0.25848331104806666,1
312,0.7607688005409332,0.6746602031570008,0
313,0.24391740392553418,0.36967150207035493,1
314,0.3421044491296855,0.7522010593319638,0
315,0.7457542452729673,0.9605624611124928,1
316,0.6025120117257446,0.2505162864902585,0
317,0.5497957052098499,0.9694862652383941,1
318,0.6000780879912152,0.2669417604307418,0
319,0.23998430445692875,0.4484517158984488,0
320,0.5992232459634282,0.175552692548404,0
321,0.11695696291583035,0.4327170083340087,1
322,0.7687132658704456,0.733541528668257,1
323,0.4605962979485273,0.09848210203498209,0
324,0.8798871704926717,0.036936476597876244,1
325,0.3402766571290784,0.5643542580678528,1
326,0.991641080230681,0.8714583207277241,1
327,0.8866809476007015,0.6581033092056155,1
328,0.9591555210251282,0.6482352130945424,1
329,0.09770229456634105,0.07208128969387195,1
330,0.43439140720301916,0.5994313114683119,1
331,0.08377622031558285,0.380182981748751,0
332,0.24406732551128985,0.2597523900825258,1
333,0.16878637417498676,0.7845297958849107,1
334,0.10791157532263929,0.43852777105947705,0
335,0.8003960983654463,0.21177983943717194,1
336,0.2188523391756848,0.23311956309738924,0
337,0.8231322131568731,0.14223946096129103,0
338,0.9447270565508005,0.24694710615253157,0
339,0.20543015637676,0.7527513320695968,1
340,0.25246119777054166,0.3363778988175318,1
341,0.348085156755618,0.23762620637324783,1
342,0.8014225229184787,0.6206996779801067,0
343,0.08196311910782939,0.2798657617922763,1
344,0.40466034177358046,0.9466425892856667,0
345,0.7266748337464566,0.38924721869914447,1
346,0.7635126758476756,0.5062598664099859,0
347,0.2616517342028233,0.9606185549088074,0
348,0.7937307963480107,0.5912036662357533,1
349,0.0015905513328809961,0.553618300994812,1
350,0.07093100871589753,0.35629007845784677,0
351,0.17864313343866745,0.18734208727670665,0
352,0.20751833618678905,0.7782351227540414,1
353,0.36652776421396194,0.07170057103535732,1
354,0.6480907428931394,0.9851246327950576,1
355,0.8479203209757202,0.6653799876230677,1
356,0.29029747412960605,0.31086814376219707,1
357,0.8443910050334443,0.6968091429077318,1
358,0.6262948087265935,0.19310889145599086,0
359,0.8465647036415129,0.4522948795334786,0
360,0.9103335753390442,0.6439292556639128,1
361,0.005677733734552826,0.11114871410442817,0
362,0.9011687943224642,0.33530840404395745,0
363,0.3488336014060408,0.886890261354596,1
364,0.740494513444229,0.6180891983277297,1
365,0.5969050985666321,0.7011027842995458,0
366,0.7710140662854933,0.7803337429676157,0
367,0.9224710589727632,0.6710692934473516,0
368,0.2756888910599443,0.11681390924741009,1
369,0.17365841341189636,0.7691136143792412,1
370,0.03458014192248293,0.17114988754654814,0
371,0.7215873165489287,0.06400861009725467,0
372,0.8107411522073148,0.7430629736186152,1
373,0.5569346511102811,0.001885213521410578,1
374,0.604243710444443,0.6198220740347111,1
375,0.24335378959307974,0.9457183477215432,1
376,0.8840916086345502,0.6401185478415252,0
377,0.5995574256063427,0.7237699223601043,1
378,0.2259261868459791,0.5834029597170017,0
379,0.12492867052375212,0.022248750702589137,0
380,0.383793701151798,0.3249323735475894,1
381,0.8469867833421982,0.21377475203614582,0
382,0.749866593841688,0.9950259401472983,1
383,0.9892873743777287,0.3018337233687439,1
384,0.8221130883346511,0.5162131728071545,0
385,0.7150098140781002,0.12861378562540615,0
386,0.13958188140777394,0.03936630983020717,0
387,0.42172996754301695,0.45499660504846207,0
388,0.10368727684514345,0.6474723034249258,1
389,0.18205671923439737,0.7516021364454115,0
390,0.21349805670280741,0.8976745246029803,0
391,0.8963259428337284,0.9499246333014056,1
392,0.9843406026268217,0.9744303089403413,1
393,0.6571420218935786,0.039992482027950804,0
394,0.7299438422024863,0.3840374018816741,1
395,0.6674216501833721,0.5395200801002451,0
396,0.8780812638831061,0.8647384685009188,1
397,0.938646834831313,0.7564780230768618,1
398,0.9148913630659736,0.9851836196499937,1
399,0.7579240021141623,0.6911073956424164,0
400,0.39433760284445707,0.8286288588083645,0
401,0.20740214734455453,0.9145981731733702,0
402,0.25014939364799094,0.18543429554980628,0
403,0.5252606579933266,0.5835456839649253,1
404,0.8866180834589312,0.2360885968805262,0
405,0.772240001458217,0.6768815296128894,1
406,0.07519190083472416,0.05943785155160397,1
407,0.018787673530261784,0.4953565432212771,0
408,0.06826011279992505,0.972430052350798,1
409,0.814454070525599,0.0038146139955400615,1
410,0.4751336474700748,0.9140742417779432,1
411,0.1298360888418053,0.3298637088492321,0
412,0.9487938693000374,0.6803075158253499,1
413,0.7076725095352301,0.5324533545562293,0
414,0.7596065660669663,0.009942010595902606,0
415,0.1911520898379696,0.5666254141634726,0
416,0.9438944912490709,0.3401551004515988,1
417,0.8989850192128225,0.5563468860083665,1
418,0.6660835612772964,0.14900277422523944,0
419,0.8598013643224423,0.6473067526333447,0
420,0.4325169342554154,0.06248531088410414,0
421,0.07969848513364564,0.9687835251087877,0
422,0.2856386129893773,0.04738113289446577,0
423,0.6311286985836646,0.9777923975987745,1
424,0.024920780177535073,0.8162913369938238,0
425,0.5442458603341799,0.6689163454386978,1
426,0.08004903282582687,0.9478034819348096,0
427,0.770917722395093,0.965840322526794,1
428,0.43618818060918907,0.8849782049000046,1
429,0.09001461978677394,0.20380980680389826,1
430,0.7119732844496919,0.6971132625143988,0
431,0.9998557985084191,0.3446470585464776,1
432,0.33054249556568016,0.8937489656641767,1
433,0.2543232419643683,0.4933810189456208,0
434,0.9377061428312002,0.8131014914948408,1
435,0.21776506178932775,0.722711346473013,0
436,0.8414161752290874,0.2526726962332483,1
437,0.6115076582154858,0.2939639620098303,1
438,0.6756619080641928,0.9039867662099873,1
439,0.8045934487046457,0.11792191487779946,1
440,0.6730901866605444,0.9445001499639152,0
441,0.8039496790876843,0.7493973094696518,1
442,0.031695771064008005,0.6744845677100005,1
443,0.7847156949707838,0.3631940550264149,1
444,0.32893225020720107,0.7150386026218297,0
445,0.9935208153592652,0.37867393714804765,0
446,0.6212759735654477,0.9104021096020192,1
447,0.35246955176410044,0.4176393506263748,0
448,0.9405070316746719,0.8135056252970434,0
449,0.14466417246639662,0.35813732386827324,1
450,0.09792996519862796,0.9459961813867996,0
451,0.27738162170676695,0.022437714583089186,1
452,0.828139670470138,0.7939983497570694,1
453,0.30369172048065973,0.029931339563908033,1
454,0.5088175055374218,0.7520592124094149,0
455,0.18920152049072436,0.5810939049198639,1
456,0.30960202099466294,0.8935785655815143,1
457,0.8965219820542659,0.4761728698292428,1
458,0.9725608810397396,0.03059602326250299,0
459,0.16814564613961613,0.35846683058690687,0
460,0.857957169245208,0.12918450854703234,1
461,0.8468295307989675,0.5474580383177287,1
462,0.5951874652489036,0.10116163003921697,1
463,0.9653842287074232,0.4182870168864854,0
464,0.88095955905117,0.6605783749992578,1
465,0.04695894577854676,0.9916431341545044,0
466,0.1499140533182307,0.47082290474289057,0
467,0.7591428598704617,0.1926540777754191,0
468,0.5624105902228168,0.1332047698790172,0
469,0.6582879538031968,0.894378285896755,1
470,0.40870545484868215,0.5053747209694273,1
471,0.4540029679201628,0.13266447099274792,0
472,0.4286390692750437,0.12706189929010492,1
473,0.5580871921596209,0.23968743138763293,1
474,0.900695671516109,0.7511975006254892,1
475,0.05864209389460029,0.4619320151218914,1
476,0.692435819820922,0.7163263822986317,0
477,0.20161702685833405,0.6616626840042166,0
478,0.7037734073834461,0.09502042337422434,1
479,0.9733855365009122,0.611197475972986,1
480,0.6610480875982766,0.7876489566187588,1
481,0.7304926076743492,0.8998240494399501,1
482,0.4076053212707751,0.03645387112818499,1
483,0.34777141076476414,0.584906073424667,0
484,0.5170854653733723,0.3471020115751109,1
485,0.017786813235666,0.0667595306484321,0
486,0.063163078264864,0.17262244083231115,1
487,0.5570671894851266,0.8826511089309089,0
488,0.5913423632734414,0.3445480195462116,1
489,0.6466880953050758,0.6999321693223179,1
490,0.8952035486058539,0.9360726665652727,1
491,0.6134487959119329,0.7370142302065795,1
492,0.18053194109914583,0.7742536591119682,0
493,0.25024816180100395,0.954935365524412,0
494,0.10982517832767602,0.997877830616296,0
495,0.11320204336106854,0.13185281766473433,0
496,0.07682215687017269,0.473018929406275,1
497,0.7931177900809567,0.49347450764183876,0
498,0.04434926464866862,0.39272452971756056,1
499,0.8289465208827591,0.15357347102815888,1
500,0.9511283102931896,0.86113786612226,1
501,0.31532051219979496,0.5666366065289248,1
502,0.3502975453350483,0.6491769962830277,1
503,0.5597917864454819,0.385858291138232,1
504,0.35749424161842625,0.04870183104822434,1
505,0.9716723480883093,0.847940688316578,1
506,0.33200496241312016,0.4620990964634887,1
507,0.1380853842666271,0.8976729931952779,0
508,0.09970836942581329,0.687149812554849,1
509,0.86768098082792,0.30636034880495355,0
510,0.7228881333168947,0.43925726000962384,1
511,0.543032762814045,0.5282189033896995,0
512,0.4355300152549928,0.8734046489419763,0
513,0.16916481868272726,0.2462182567409914,0
514,0.08318821661214204,0.7228688525207345,0
515,0.08899703394478198,0.08559406621262733,0
516,0.7855485472599472,0.513879883134522,1
517,0.4820277686361121,0.19293493980985343,1
518,0.39383962772241965,0.5927619833630715,1
519,0.13738067295953071,0.12411153810444508,1
520,0.9419425953907804,0.5199443566366567,1
521,0.07956117346331026,0.3092298002771334,0
522,0.006367112841656142,0.6011322612875403,0
523,0.976000341654989,0.13518499421928776,1
524,0.4548742158124135,0.9836114406122827,1
525,0.3822906844622216,0.437158560035923,1
526,0.06795139157927133,0.3179681078197343,0
527,0.9763501563347544,0.4857420859030961,0
528,0.4572726168676513,0.8561843921300062,1
529,0.8012651278838262,0.8474670549766536,0
530,0.46002962033545003,0.01853327801978355,0
531,0.9215737887142154,0.9443086115008407,1
532,0.03470723169406953,0.47499481302787117,1
533,0.6459009421604691,0.8701797316253386,1
534,0.6991476922403096,0.8656697835544358,1
535,0.24544995369795863,0.6865548429443977,0
536,0.27558512582044037,0.29826627926317095,0
537,0.5802264372370837,0.4119904626851081,1
538,0.4897228826724839,0.8618013943621446,0
539,0.31649307396446613,0.989344761876737,1
540,0.9466719800520257,0.5243466867205289,1
541,0.4092038958094324,0.17173206690062404,0
542,0.47089037503110587,0.64610941256936,1
543,0.9938694111731604,0.621604041518875,1
544,0.4690927925174174,0.19300669900638612,0
545,0.8710681474400969,0.8197384753646557,1
546,0.906111162813649,0.01831827711572276,1
547,0.16151182607875392,0.8674313805155097,1
548,0.7100359201421258,0.7596213576268475,1
549,0.5862586573578212,0.46659334375608563,1
550,0.32922887704098325,0.4103835775863147,1
551,0.04098104491966037,0.36672814012865895,1
552,0.3859626204235259,0.19366851254883832,1
553,0.39945195373922515,0.011180989817056841,0
554,0.7355322362040179,0.029803133900873968,1
555,0.584452534615923,0.18475568604483106,1
556,0.5334127025765948,0.09028098242886251,0
557,0.6439378282402314,0.19402581168290123,0
558,0.42352831852913153,0.47023003602914404,0
559,0.5116941842663079,0.17199683951127676,1
560,0.7791859466512041,0.007781470023056958,0
561,0.5139893420359418,0.7738892741772434,1
562,0.2779960802051119,0.4064076389521022,0
563,0.1085779261571792,0.07207020479771276,1
564,0.9593732696923891,0.9116565252250713,1
565,0.9457918802849479,0.6685293012242607,1
566,0.0025642933429400605,0.17075510666684257,1
567,0.15364623432413638,0.1275657067232414,0
568,0.9980035029363803,0.4596311634434469,1
569,0.42762718285084744,0.29900866325169695,0
570,0.8835830281413469,0.08584346999722714,0
571,0.08038859058746772,0.5883776060030935,0
572,0.22206720457046758,0.16087973923250642,1
573,0.6166421355265704,0.9247256768418328,0
574,0.4042160948148873,0.47559659560385803,1
575,0.39911495649267403,0.036067422637580226,1
576,0.47328297488863413,0.16199852715714091,0
577,0.368015105394462,0.1775532655336295,1
578,0.022456016580754468,0.7102887338836407,1
579,0.061352977019684896,0.5935972610132946,1
580,0.5328905228045029,0.4238455939363075,0
581,0.12548833597933728,0.5290460571385154,1
582,0.032188965155275584,0.645479380336689,1
583,0.2281657021870963,0.046779006985664395,0
584,0.07606835346644314,0.3865145003788705,0
585,0.6381836695774838,0.6059805977154936,0
586,0.8196148285201186,0.6318535791315205,0
587,0.6041734352825219,0.4821701067106424,1
588,0.9979262358868246,0.5691332690770359,1
589,0.31716234868818194,0.12765725897702707,0
590,0.6245730649984874,0.4921008045337284,1
591,0.11579514470866814,0.8459340671826344,1
592,0.42057276035933433,0.5546713370901867,1
593,0.7133804515699175,0.8841971821193747,0
594,0.5013414952986507,0.7625126068901398,1
595,0.08546300017201713,0.30801956328720637,0
596,0.9905326502455124,0.60380970189319,0
597,0.08905802065992996,0.8092046977618338,1
598,0.5411615131761286,0.6327823660448724,1
599,0.0919991319363258,0.3609597637923494,0
600,0.8140343422351015,0.5938369413045702,1
601,0.720447143314894,0.5949069810690512,1
602,0.37655057035691186,0.60922692841967,1
603,0.07299195664270175,0.12575296689252569,0
604,0.33340429142862604,0.4449331408003614,1
605,0.4648103497079591,0.941449917399264,0
606,0.34104186698955075,0.9329529421479655,0
607,0.05859568737753906,0.9033628375846399,1
608,0.21606758612429278,0.25677780811380935,0
609,0.13080031166125106,0.9664989508491553,0
610,0.5547191524118242,0.968716785438275,0
611,0.3465248911068315,0.555774497670702,0
612,0.47294749666113245,0.16097404609383092,0
613,0.6475191343446832,0.9070832789856287,1
614,0.9221614991179166,0.17561362881851572,1
615,0.5420570889189749,0.6592374548916062,1
616,0.6544237596388618,0.566492210401265,1
617,0.919926861363262,0.7005834369931878,0
618,0.4933938240002417,0.1662156996036025,1
619,0.4217177849833277,0.5895790835153728,1
620,0.8180149909262487,0.04060028094773516,1
621,0.17430836415685724,0.23166561928104967,1
622,0.16010233917339833,0.659509987587564,1
623,0.46386197413071417,0.4133081176432284,0
624,0.8478391129567233,0.9867022572967246,1
625,0.04512543632360233,0.2767329023641185,0
626,0.8431417605742005,0.9506743535528926,0
627,0.11030648237804308,0.37557671145569427,0
628,0.722934524459936,0.5719788813121378,1
629,0.37446517266681045,0.20777169334473544,1
630,0.8597958128001789,0.7858722362951083,0
631,0.2722045736246732,0.9629364457823707,1
632,0.436183511011188,0.044350587364626604,0
633,0.6103918370163752,0.714476352733033,1
634,0.37484171565724955,0.4597608982093162,1
635,0.9460670383163906,0.5183472360117353,0
636,0.4737704808453792,0.437118602972153,1
637,0.09192436875703502,0.8612245520298032,1
638,0.6931084345365409,0.5264852188977811,1
639,0.35355451761341494,0.15477855702629473,0
